full_name,title,company,bio,talk_title,photo_url,social_links,event,source_category
Patricia Lalanda Ordóñez,Partner,Loyra Lawyers and Advisors,"Ms Patricia Lalanda is Partner at LOYRA Abogados, a law firm specialising in gaming and gambling, where she leads the intellectual property, new technologies and data protection department. She advises stakeholders across the land-based and online gaming sectors on licensing, compliance, M&A, consumer protection and advertising law in Spain and internationally. Recognised by Chambers and Partners and Lexology, she was included in the 40 Under 40 Emerging Leaders (American Gaming Association) and received the Professional Excellence Award from Azar Magazine.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2047-1760972845.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Rodrigo Galván Graf,Partner,L&BC,"Rodrigo Galván Graf is Partner at L&BC, a leading Mexican advisory and litigation firm specialising in constitutional, administrative and regulatory law. With more than two decades of experience, he advises clients on compliance, corporate structuring and dispute resolution in industries including gaming, technology and financial services. He secured one of Mexico’s first judicial precedents recognising the right to obtain a multiple licence for both land-based and online gambling, shaping the country’s regulatory landscape.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2048-1761554022.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Kieran O’Keeffe,Secretary General,EUROMAT,"Kieran O’Keeffe is Secretary General of EUROMAT, a role he has held for over 12 years, advocating for balanced regulation to sustain Europe’s legal gambling markets. He is also Partner at DGA Group in Brussels, co-leading the EU Technology practice, advising clients on cybersecurity, AI, and competition policy. With 20 years’ experience in public affairs, he has served in parliamentary, trade and industry roles and sits on the board of the European Public Affairs Consultancies Association.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2049-1761033603.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Valentina Gilberti,Head of Customer Success & Industry Insights,SGR Compliance,"Valentina Gilberti is the Head of Customer Success and Industry Insights at SGR Compliance, a Swiss company providing a proprietary AML data database. With 14 years in the firm, she has supported database development and technical innovation, maximising data use for compliance, anti-fraud and anti-financial crime initiatives. Her experience highlights a strong focus on accuracy, adaptability and practical risk management in regulatory technology.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2051-1761035470.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Andrea Manciulli,Chairman,Europa Atlantica,"Andrea Manciulli is Director of Institutional Relations at the Med-Or Italian Foundation. A graduate in Modern History from the University of Pisa, he also studied at the École des Hautes Études en Sciences Sociales in Paris. An expert in military history and international terrorism, Andrea has served as Member of Parliament, Vice President of the Foreign and European Affairs Committee and President of the Italian Parliamentary Delegation to NATO. He is also President of Europa Atlantica.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2052-1761035510.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Alfredo Lori,Project Manager,Cheope Risk Management Srl,"Alfredo Lori is Chief Executive Officer of Cheope Risk Management, an Italian company specialising in anti-money laundering (AML) and anti-financial crime (AFC) services. With a professional background focused on financial integrity, he has guided public and private organisations to prevent economic crime and ensure compliance with European and national regulations. At Cheope, he develops partnerships that strengthen risk management frameworks and help clients meet evolving international standards through effective due diligence and reputation protection.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2050-1761035557.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Imma Romano,Director of Institutional Relations,Codere Italia Spa,"Imma Romano is Director of Institutional Relations at Codere Italia S.p.A. Since 2001, Imma has been working in the field of legal gaming and is a member of working groups within Confindustria (SGI/CSIT) and Confcommercio (EGP/FIPE). Imma is an EFPA-certified ESG Advisor and a professional member of FERPI, the Italian Federation of Public Relations. She was honoured with the title of Ambassador of “Gli Stati Generali delle Donne” for her personal and professional commitment to combating gender-based violence and promoting equality.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2053-1761035593.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Laura D'Angeli,Founder,Studio D’Angeli Management and Strategy Advisor,"Laura D’Angeli is an executive strategy consultant with over 20 years of experience and founder of a practice dedicated to innovation and sustainability in gaming. A member of the Study and Research Group on Player Rights and Health at the University of Tor Vergata, she also coordinates the e-sports module of the Maspes Master’s at the University of Milano-Bicocca. Laura collaborates with the University of Parma and co-authored Gli e-sport in Italia: come sviluppare una strategia di successo﻿ (E-sports in Italy: How to Develop a Successful Strategy).",,https://tickets.sigma.world/img/speakers/tmp/speaker-2054-1761035620.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Dario Poiese,Director of Affiliates & SEO,LeoVegas Group,"Dario Poiese is Director of Affiliates and SEO at LeoVegas Group, part of MGM Resorts International, where he leads global strategies focused on AI analytics, unified KPIs, and sustainable growth frameworks. With over a decade of experience in the gaming industry, he has spearheaded affiliate transformation and digital expansion projects across multiple markets. Before joining LeoVegas, Dario scaled Italy’s leading affiliate site, Superscommesse.it, and managed European operations at Catena Media. He is passionate about creating measurable marketing ecosystems that align technology, creativity, and responsibility to deliver business impact.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2055-1761046374.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Dmytro Matiukha,CEO,Betinvest,"Dmytro Matyukha is the Chief Executive Officer of Betinvest LTD, a global B2B provider of technology solutions for the sports betting and gaming industry. With a strong vision for innovation and growth, he leads the company’s strategic development and international expansion, ensuring Betinvest remains at the forefront of the rapidly evolving iGaming landscape. His work focuses on driving digital transformation, developing next-generation betting products, and strengthening partnerships with operators and platforms worldwide.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2057-1761057704.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Laura Tamburini,Advertising Sales Manager,Taboola,"Laura Tamburini is Sales Manager at Taboola and based in London. Over the past four years, she has helped global advertisers run ROI-positive native campaigns, managing $200M+ in ad spend across D2C brands, agencies, and affiliates. Laura has worked across a wide variety of industries including e-commerce, finance, gambling, health, and beauty, helping clients scale their campaigns, optimise performance, and achieve their KPIs at scale.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2058-1761118994.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Vinícius Moraes De Carvalho,Investment Partner,Ikigai Ventures,Vinícius has over ten years of experience working as an investor and operator at the intersection of finance and tech. He has been an active venture capital investor at leading funds in Europe and Latin America and holds an MBA from ESADE (Spain).,,https://tickets.sigma.world/img/speakers/tmp/speaker-60-1761119746.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Stefan Rust,Founder,Index.fun,"Stefan Rust is the Founder of Index.fun, a platform turning community data and real-world trends into on-chain, tradeable indices. A veteran in crypto and fintech, Stefan started in the space in 2012, first making waves as CEO of Bitcoin.com before launching Laguna Labs. Some of his prominent projects include a multi-chain data infrastructure TRUF.NETWORK and real-time inflation analytics Truflation.com. Stefan is a serial entrepreneur, global leader, and active crypto investor, with a track record of building market-first platforms.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2059-1761120041.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Valerij Mitejko,Host & Event manager,Wintevents,"Valerij Mitejko is an international event host, moderator, and creative producer with over 15 years of experience across Europe. Known for his dynamic stage presence and humour, he has hosted hundreds of weddings, corporate events, and festivals for audiences up to 3,000 people. A finalist of Ukraine’s “League of Laughter” and former TV presenter of “Tourists” on the National Channel, Valerij combines entertainment, emotion, and professionalism in every performance.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2063-1761131817.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Lorenzo Barbantini Scanni,Co-Founder & CRO,Colossus Digital,"Lorenzo Barbantini Scanni is a seasoned entrepreneur, investor, and thought leader with over 20 years of experience in scaling ventures, driving digital transformation, and pioneering blockchain innovation. As the Co-Founder and Chief Revenue Officer of Colossus Digital, Lorenzo has been instrumental in building a European institutional-grade regulated custodian that leverages cutting-edge platforms. Lorenzo’s entrepreneurial journey includes founding and scaling successful ventures, as well as leading the growth and exit of Xaltia. His expertise spans angel investing, business development, and fostering innovation in the technology and media sectors.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2064-1761131855.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Denis Ristic,CEO,Popiplay,"Denis Ristic is an accomplished leader in the iGaming industry with over a decade of experience. He began his career on the affiliate side, playing a key role in scaling AskGamblers and later serving as part of Catena Media’s executive team. For the past two years, Denis has led Popiplay. Under his leadership, Popiplay has expanded to a team of around 70 professionals and developed a strong portfolio of innovative games.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2060-1761744441.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Vittorio Mele,Managing Director,DT9 Group,"Vittorio Mele started his career in the digital world in one of the largest B2B services groups in the digital pharma industry. He is Managing Director at DT9, a leading company in programmatic and affiliation marketing for the gambling industry in Italy, Europe and Latam, managing all activities from a commercial and operational point of view. Additionally, he manages the DT9 TECH division for the development of internal assets and products to open up to the B2C market.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2066-1761132044.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Richard Wanigasekera,Head of Business Development UK/US,SiGMA Group,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2011-1761202531.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Giuliano Guinci,"Public Affairs, Sustanibility & Retail Operations Director",Eurobet Italy,"Giuliano Guinci is currently Public Affairs, Sustainability and Retail Operations Director at Eurobet Italia, and coordinates the activities of the Entain Group Foundation in Italy. He has gained extensive experience in business consulting, leading major organisational and start-up projects within the entertainment sector. Since 2012, he has been in charge of institutional relations at Eurobet, with responsibilities across several corporate departments. He has coordinated and implemented Entain Group’s CSR strategy in Italy and since 2022, he has launched the Entain Italia CSR Award.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2091-1761202914.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Lucie Kadlecova,CMO,Aviatrix,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2067-1761290443.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Christopher Bartolo,CTPO,Wildz Group,"Christopher Bartolo is a seasoned Chief Technology and Product Officer with extensive expertise in tech leadership, commercially driven product development, and scaling through innovation. He has led the development of products that leverage AI and automation to streamline operations, improve efficiency, and drive business growth.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2094-1761290542.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Leonid Kirakosyan,CEO,SoftConstruct,"Leonid Kirakosyan is the Chief Executive Officer of SoftConstruct, a global technology company, that brings together BetConstruct, FeedConstruct, Pascal Gaming, CreedRoomz, PopOK Gaming and more. Before joining SoftConstruct, he built extensive experience as a partner to McKinsey & Company, where he advised leading international organizations on strategy, digital transformation, and operational excellence.At SoftConstruct, Leonid Kirakosyan has driven the company’s global expansion across software development, gaming, fintech, and digital innovation, leading a team of over 5,000 professionals worldwide. An alumnus of the Kellogg School of Management at Northwestern University, he combines strategic insight with a strong focus on innovation and talent development",,https://tickets.sigma.world/img/speakers/tmp/speaker-2095-1761290789.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Giampiero Moncada,Journalist,PressGiochi,"Giampiero Moncada is a seasoned journalist with over thirty years of experience across radio, television, print, and digital media. For the past eight years, he has focused on the gaming industry, covering its regulatory, technological, and media developments. He contributes to both Italian and international publications and leads a traveling seminar, recognised by the Italian Journalists’ Association, on communication in the public gaming sector. His experience makes him a keen observer of the changes transforming the gambling industry.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2096-1761290869.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Tatiana Bogolyubskaya,Head of HR,Aviatrix,"Tatiana Bogolyubskaya is a HR professional with a strong foundation in operations and product. She began her career at Sportwetten Gera and later joined PokerStars, where she helped build high-performing customer service teams. With over 12 years in HR, she combines strategic thinking with relationship-building to support team growth. Now at Aviatrix, Tatiana focuses on operational efficiency and partnerships, drawing on her B2C and B2B experience to drive meaningful impact.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1463-1761291305.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Jenny Ortiz-Bolivar,Asia Lead Senior Journalist,SiGMA Group,"With almost 15 years of newsroom experience, Jenny Ortiz-Bolivar is an international journalist and executive producer specialising in gaming, blockchain, business, finance and emerging technology. She currently serves as the Asia Lead Senior Journalist and Reporter for SiGMA World, a leading authority in iGaming. Jenny leads a team of writers focused on producing content tailored to the Asia region, while aslo writing in-depth, analytical articles and reports on industry developments.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1237-1763480834.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Rita Arnaus,Professional Kiteboarder,,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2098-1761292826.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Ewa Bakun,Director of Industry Relations,Clarion Gaming,"At Clarion Gaming since 2009, Ewa Bakun has held various roles focusing on industry research, market intelligence, key stakeholder engagement, product launches, strategic initiatives and insight. Amongst her most significant achievements are launch of conferences in new markets (USA, Latin America), introduction and growth of the Sustainable Gambling Zone, DEIB advocacy, evolution of ICE into the world’s largest institutional gathering, establishment of the ICE Research Institute and successful entry into Spain.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2099-1761301844.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Maxim ​​Makovetskyi,Head of Affiliates,Parimatch Affiliates,"Maxim ​​Makovetskyi is an affiliate marketing professional with 12 years of experience, including 6 years in the gambling industry with extensive background in building teams from the ground up and managing both strategic and operational processes. Maxim is skilled in driving performance for both niche single-geo gambling brands and complex multi-geo products, with deep understanding of all major B2C and affiliate platforms. Maxim has successfully managed multimillion-dollar affiliate budgets and scaled high-performing acquisition strategies across diverse markets.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2100-1761301816.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Mike Costache,Co-Founder,Bound Protocol,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2101-1761308200.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Tomas Pérez-Quevedo,Co-Founder,MakaChain,"Tomás Pérez-Quevedo is the Co- founder of Maka Chain, a layer 1 blockchain that is transforming the payments industry with its innovative model: your token pays our fees. He is also the Co-founder of the Blockchain Factory along with several other successful ventures across different industries over the past two decades",,https://tickets.sigma.world/img/speakers/tmp/speaker-2102-1761308232.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Margaret Dunn,Portfolio Director,Clarion Gaming,"Margaret Dunn is the Portfolio Director for ICE. Back for its second time in Barcelona, Mags is responsible for the day-to-day management of the event as well as leading the team to deliver on ICE’s ambitious growth strategy. Her focus for 2026 is on building out the Regulatory Programme, prioritising the Sustainable Gambling Zone and attracting Big Tech companies to ICE to integrate into the global gaming ecosystem. Mags has over 20 years’ experience in event management, magazine publishing and content production.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2103-1761310130.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
George Child,Investigator,International Tennis Integrity Agency (ITIA),"George Child joined the ITIA in October 2023 as an Investigator and leads investigations into breaches of both the Tennis Anti-Corruption Program and Tennis Anti-Doping Program. Prior to the ITIA, he worked for the Metropolitan Police Service in London for six years where he specialised in drug trafficking and gang related investigations.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2104-1761310154.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Roberto Regianini,Executive Vice President,UX Group,"Roberto Regianini has over 25 years' experience in the iGaming and digital payments industries, with a leading role in expanding the B2C and B2B markets in Brazil and in various regulated regions around the world. He has strategic vision and operational excellence and specialises in regulated markets and innovation-oriented environments. He is recognised for his ability to structure scalable digital platforms, lead cross-functional teams, run both startups and mature organisations and conduct mergers and acquisitions (M&A) processes.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2097-1761310190.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Dmitry Belianin,Founder,Menace,"After 15+ years leading marketing and commercial teams at operators, suppliers and affiliates, Dmitry Belianin did something bold in 2023: he left the comfort of the corporate world to dive headfirst into start-up life. Since then, he’s become a Managing Partner, co-founder and investor in some of iGaming’s most exciting young companies, including Already Media, Blask and Ebaka Games. He is also the host of the 15M Mastery podcast, where he shares insights and conversations with industry leaders.",,https://tickets.sigma.world/img/speakers/tmp/speaker-202-1761316560.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Ksenia Melnik,Head of Partnership Success,TrafficStars,"Ksenia Melnik leads TrafficStars’ Partnership Success team, driving strategic growth and building high-impact relationships across the affiliate marketing ecosystem. With extensive experience in digital advertising and sales, she has helped scale partnerships, optimise campaigns, and deliver measurable results for global clients. Known for her strategic vision and hands-on approach, Ksenia brings practical insights on maximising revenue, fostering strong partnerships, and navigating the fast-paced world of ad tech.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2105-1761316598.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Jason Dean Frost,President,EUROMAT,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2106-1761553924.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Stefano Sbordoni,Lawyer,Sbordoni&Partners,"Mr Stefano Sbordoni has an established reputation in the Gaming and Betting industry in Italy and internationally. In addition to being a consultant to Autonomous Administration of the State Monopolies, he has played a substantial role in the introduction of Bingo in Italy, in the re-organisation of the gambling licensing sector, the privatisation of the instant and traditional Lotteries and in lottery networks in foreign countries.",,https://tickets.sigma.world/img/speakers/tmp/speaker-780-1761556750.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Liesbeth Oost,Head of ESG,JVH Gaming & Entertainment Group,"Liesbeth Oost is Head of ESG at JVH Gaming & Entertainment Group. With over a decade of experience in ESG strategy and investor relations, she has led sustainability reporting for listed companies and now drives JVH’s sustainability roadmap, including CSRD readiness. Her background in foreign affairs and regulatory policy adds a global and pragmatic perspective to corporate sustainability. Liesbeth is committed to advancing sustainability across the gaming industry and actively contributes to shaping more responsible and future-focused practices.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2108-1761557659.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Chavdar Trendafilov,Technical Director,Cloud Office,"From designing speed radars to architecting complex cloud solutions, Chavdar Trendafilov’s career has been driven by a passion for technology. He thrives on building scalable and reliable systems, whether it's automating infrastructure, fine-tuning application performance, or guiding teams to deliver innovative solutions for enterprises. His experience includes significant work with enterprise integration platforms, including Software AG's webMethods suite, where he has tackled complex data and application connectivity challenges. At Cloud Office, he leverages this experience as Presales Director, focusing on driving cloud adoption and designing enterprise-grade solutions.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2110-1761568912.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Geanina Oprita,Compliance Manager,Kaizen Gaming International,"Geanina Oprita is a well-rounded lawyer with extensive expertise in regulatory matters across multiple practice areas. She has strong knowledge of the legal and operational aspects of gambling and gaming activities, with a focus on regulatory compliance and contentious issues. Her experience also covers consumer protection and advertising law. As Compliance Manager at Kaizen Gaming, Geanina supports regulatory compliance efforts across several jurisdictions, ensuring alignment with complex and evolving regulatory frameworks while supporting business continuity in a highly regulated industry.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2111-1761568993.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Sargis Poghosyan,CPO,Creedroomz,"Sargis Poghosyan is an experienced Product Manager with a demonstrated history of working in the computer software industry. Skilled in Management, Leadership, Project Management, Team Leadership, and Linux. Sargis is a strong program and project management professional with a Master's degree focused in Financial Mathematics from Armenian State University of Economics.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2112-1761569034.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Leonid Matison,Head of Customer Success,FlexPlay,"As the Head of Casino Customer Success at FlexPlay, Leonid Matison ensures operators get the most value from FlexPlay’s technology and services. With a strong technical background and extensive experience as an account manager for B2B poker and casino projects, he bridges the gap between product innovation and client success. Based in Yerevan, Armenia, Leonid leads a dedicated team focused on delivering seamless integrations, long-term partnerships, and exceptional operator support.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2113-1761569070.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Joseph F Borg,Partner,WH Partners,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2114-1765805345.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Staffan Engström,Co-Founder & CEO,Fieldstream.Ai,"Staffan is a data- and marketing science entrepreneur who has worked with optimization of iGaming Marketing since 2013. He began his work with AI in 2017-2019 together with Stanford University building a prediction model using neuro data creating the world largest neuro data base for marketing research purposes. Fieldstream AI is his fourth start-up, and the platform optimizes marketing investments and life cycle value for igaming as well as other verticals including auto, finance, fmcg, health care and entertainment.",,https://tickets.sigma.world/img/speakers/tmp/speaker-826-1761638286.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Sahil Rikhye,"Head of Digital, Data and Innovation",Bologna FC 1909,"Sahil Rikhye is part of the new generation of sports leadership with a professional and technical profile that blends strategy, data, technology, and global perspective. Leading digital, data and innovation activities at Coppa Italia champions Bologna FC 1909, Sahil is part of a select group of leaders at Serie A tasked with redefining the value proposition of Calcio. With a blend of consulting and technology experience, Sahil has led seminal strategy projects with the Hong Kong government, Morgan Stanley Wealth Management, PayPal, Q2, and Mercedes Benz, amongst others.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2115-1761638327.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Kate Lifshits,CEO,NOWPayments,"Kate Lifshits is the Chief Executive Officer of NOWPayments, with a background in marketing, business development, and, unexpectedly, simultaneous interpreting, Kate has been instrumental in driving the company’s growth and shaping its strategic vision. Educated at Uppsala University, she brings an international perspective and speaks several languages. Under her leadership, NOWPayments has expanded its global presence, emphasising innovative crypto payment solutions and the adoption of stablecoins, which now account for nearly half of all transactions on the platform.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2109-1761639940.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Elena Mannucci,TV Presenter,,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2120-1761640398.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Stanisław Szostak,Co-Founder,Astral Forest,"Stanisław Szostak (Stan) is the Co-founder of Astral Forest, consulting agency specialising in analytics, governance, data and AI for iGaming industry. Stan leads the iGaming practice within Astral Forest, working since it’s inception with online casino operators and other industry actors across Switzerland, France, Poland and UK. He specialises in leveraging data to drive business growth, marketing effectiveness, and ensure compliance and responsible gaming standards.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2121-1761640647.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Mohammed Hamed,OpenText Senior Team Leader,TeKnowledge,,,https://tickets.sigma.world/img/speakers/tmp/speaker-2122-1761642416.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Kurt Rapinett,Head of Data & AI,Deloitte,"Kurt Rapinett leads the Data and AI offering within Deloitte Malta’s Technology & Transformation business. With over a decade of experience in top-tier management consulting firms, he brings a diverse industry background spanning financial services, retail and logistics, payments, gaming, hospitality, and the public sector. He oversees the delivery of technology-enabled advisory and transformation projects, with a focus on technology and data strategy, system integration and migration, advanced analytics, automation and AI, FP&A/EPM solutions, and cybersecurity.",,https://tickets.sigma.world/img/speakers/tmp/speaker-2123-1761644831.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
