Company,Website,CEO,CTO,Nationality,Description,Category,Amount_Raised,Round_Type,Date_Raised,Investors,Source
Proxis,https://www.proxis.ai/,,,United States,"The platform for enterprise AI agent automations, starting with email.",AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Rewbi,https://www.rewbi.com/,,,United States,Rewbi uses AI to increase grid-connected battery storage revenue 2x,AI Energy,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Cloudglue,https://cloudglue.dev,,,United States,The video context layer for AI.,AI Video & Media,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
NetworkOcean,https://networkocean.io/,,,United States,We build and operate underwater data centers.,AI Hardware,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Silurian,https://silurian.ai/,,,United States,"Foundation models to simulate Earth, starting with weather.",Generative AI / Foundation Models,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Unbound,https://getunbound.ai/,,,United States,Use AI tools without fear of data leakage,AI Security,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Decisional AI,https://www.decisional.com/,,,United States,AI Coworkers for Business Automation,AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Stardrift,https://stardrift.ai,,,United States,AI travel planner,AI Productivity,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
ideate.xyz,https://ideate.xyz,,,United Kingdom,ideate.xyz is an AI-powered 3D art suite on the web,Generative AI / Foundation Models,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
FirstWork,https://firstwork.com,,,United States,Rippling for seasonal workers,AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Sorcerer,https://sorcerer.earth,,,United States,Building a nervous system for the atmosphere,AI Hardware,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Wordware,https://wordware.ai/,,,United States,AI agents you can rely on,AI Agents,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Maitai,https://trymaitai.com,,,United States,"Reliable, self-improving enterprise AI",AI Agents,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Corgi Insurance,https://corgi.com,,,United States,Corgi is building an AI financial infrastructure company,AI Finance,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Phonely,https://phonely.ai,,,United States,AI call centers ,AI Voice & Audio,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
VideoGen,https://videogen.io,,,United States,AI that can create and edit professional videos,AI Video & Media,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Sage Care,https://sagecare.ai,,,United States,Automating home care agency operations with AI,AI Healthcare,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Callback,https://getcallback.ai,,,United States,Effortless AI automation for business operations,AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Bayesline,https://bayesline.com,,,United States,Highly customizable and blazingly fast analytics for asset managers.,AI Finance,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
DigitalCarbon,https://www.digitalcarbon.ai,,,United States,Transform Images And Videos Into Immersive 3D With AI,AI Video & Media,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Random Labs,https://randomlabs.ai,,,United States,Random labs is building long running autonomous coding agents.,AI Agents,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Unsloth AI,https://unsloth.ai/,,,United States,Open-Source Reinforcement Learning (RL) & Fine-tuning for LLMs.,AI Infrastructure,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Codes Health,https://www.codeshealth.com/,,,United States,Medical Record Retrieval with Zero Human Error,AI Legal,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Entangl,https://www.entangl.com/,,,United States,Find & resolve issues in data center engineering & operations using AI,AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Hamming AI,https://hamming.ai/,,,United States,Complete QA platform for voice agents,AI Voice & Audio,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
ProhostAI,https://www.prohost.ai/,,,United States,AI Property Manager for Airbnb & Short-Term Rental Hosts,AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Educato,https://www.educato.com/,,,United States,Worldwide exam-prep platform,AI Education,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Spaceium Inc,https://spaceium.com,,,United States,In-Space Refueling,AI Robotics,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Theseus,https://theseus.us,,,United States,GPS Denied Navigation for Drones,AI Robotics,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Saphira AI,https://saphira.ai,,,United States,The Enablement Layer for Physical AI,AI Hardware,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Mem0,https://mem0.ai,,,United States,The Memory layer for AI Agents,AI Infrastructure,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Cheers,https://www.cheers.tech,,,United States,Win local search on ChatGPT & other LLMs,AI Data & Analytics,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Understood Care,https://understoodcare.com,,,United States,Healthcare personal assistants for Medicare patients.,AI Healthcare,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Doublezero,https://doublezero.tech,,,United States,"Platform to build, use, and monetize fully autonomous agents",AI Infrastructure,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Superunit,http://superunit.com,,,United States,"Faster, more profitable background checks with AI",AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Undermind,https://www.undermind.ai,,,United States,An AI agent for scientific research,AI Biotech / Life Sciences,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Domu Technology Inc.,https://www.domu.ai/,,,United States,AI Agents for collections,AI Agents,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Apten,https://www.apten.ai/,,,United States,"Omnichannel AI agents that engage leads across SMS, voice, and email",AI Sales & Marketing,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Spherecast,https://www.spherecast.ai/,,,United States,AI Supply Chain Manager for CPG,AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Miru,https://www.mirurobotics.com,,,United States,Config Management for Robotics,AI Developer Tools,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Roger,https://hireroger.com,,,United States,Roger is an AI SDR that automates outbound sales and follows up 24/7.,AI Sales & Marketing,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Ultra,https://ultra.tech,,,United States,"Practical, general-purpose robots for repetitive industrial tasks",AI Robotics,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Ångström AI,https://www.angstrom-ai.com,,,United States,Gen AI molecular simulations that reproduce wetlab results,AI Biotech / Life Sciences,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Coval,https://coval.dev,,,United States,Simulation & Evaluation that scales voice and chat AI agents,AI Developer Tools,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Evolvere BioSciences,https://www.evolverebiosciences.com/,,,United Kingdom,Making Next-Generation Antibiotics that Outpace Bacterial Evolution,AI Biotech / Life Sciences,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Spur,https://www.spurtest.com/,,,United States,Spur is your AI QA Engineer. Test your websites with natural language.,AI Developer Tools,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Ligo Biosciences,https://www.ligo.bio,,,United States,Enzyme design models.,AI Biotech / Life Sciences,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Overeasy,https://overeasy.sh/,,,United States,,Generative AI / Foundation Models,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Fuse,http://www.fuseinsight.com,,,United Kingdom,AI-powered workflow automation for US healthcare providers.,AI Healthcare,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Simplex,https://simplex.sh,,,United States,AI agents to enroll providers with payors,AI Agents,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Poka Labs,https://www.pokalabs.com/,,,United States,"Helping industrial manufacturers win deals fast, at the right price.",AI Sales & Marketing,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Midship,https://midship.ai/,,,United States,AI for SOX testing,AI Finance,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Hey Revia,https://heyrevia.ai,,,United States,Voice AI to automate complex phone calls for healthcare providers,AI Voice & Audio,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Sepal AI,https://www.sepalai.com,,,United States,Data Development for Advanced AI,AI Data & Analytics,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Thyme,https://www.meetthyme.com/,,,United States,The OS for financial advisors,AI Finance,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Remade,https://www.remade.ai/?utm_source=YC&utm_medium=YC&utm_campaign=YC_profile&utm_content=YC_profile,,,United States,AI-native canvas for creative workflows.,Generative AI / Foundation Models,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Central,https://centralhq.com,,,United States,"Payroll, benefits, state compliance & other bullsh*t for startups",AI Enterprise Software,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
RiskAngle,https://www.riskangle.com/,,,United States,AI medical summaries in minutes,AI Legal,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
deepsilicon,https://www.deepsilicon.net/,,,United States,Software and hardware to run neural networks faster and cheaper,AI Hardware,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Invaria,https://invaria.com,,,United Kingdom,The next generation logging and observability platform,AI Developer Tools,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Pre,https://buildwithpre.com,,,United States,The AI accountability agent for startup founders,AI Agents,YC Investment (~$500K),Seed (YC S24),2024-09,Y Combinator,YC API
Mythic,,,,United States,Builds power-efficient compute for AI.,AI Hardware,$125M,venture round,2025 December,"['DCVC', 'SoftBank', 'NEA', 'Linse Capital']",TechCrunch
Chai Discovery,,,,United States,Builds AI models for biotech and drug discovery.,AI Biotech / Life Sciences,$130M,Series B,2025 December,"['Oak HC/FT', 'General Catalyst']",TechCrunch
Fal,,,,United States,Generative media platform.,AI Video & Media,$140M,Series D,2025 December,['Sequoia'],TechCrunch
Unconventional AI,,,,United States,Rethinking the foundation of computers in the age of AI.,AI Hardware,$475M,seed round,2025 December,"['Lightspeed Venture Partners', 'Andreessen Horowitz']",TechCrunch
7AI,,,,United States,Builds cybersecurity AI agents.,AI Security,$130M,Series A,2025 December,"['Index Ventures', 'Greylock', 'Spark Capital', 'CRV']",TechCrunch
Genspark,,,,United States,All-in-one AI workspace platform.,AI Productivity,$275M,Series B,2025 November,"['Emergence Capital Partners', 'SBI Investment', 'LG Technology Ventures']",TechCrunch
Luma AI,,,,United States,Builds models used for photo and video creation.,AI Video & Media,$900M,Series C,2025 November,"['Humain', 'Andreessen Horowitz', 'AMD Ventures', 'Amplify Partners']",TechCrunch
Cursor,,,,United States,Viral vibe-coding platform.,AI Code Generation,$2.3B,funding round,2025 November,[],TechCrunch
Parallel,,,,United States,Builds web infrastructure for AI agents.,AI Infrastructure,$100M,Series A,2025 November,"['Index Ventures', 'Kleiner Perkins']",TechCrunch
Hippocratic AI,,,,United States,Healthcare AI agent startup.,AI Healthcare,$126M,Series C,2025 November,['Avenir Growth'],TechCrunch
Fireworks AI,,,,United States,A platform that allows users to build AI applications using open source models.,AI Developer Tools,$250M,Series C,2025 October,[],TechCrunch
Uniphore,,,,United States,Enterprise AI startup.,AI Enterprise Software,$260M,Series F,2025 October,"['Snowflake Ventures', 'Nvidia', 'Databricks Ventures', 'AMD']",TechCrunch
Sesame,,,,United States,A voice AI company.,AI Voice & Audio,$250M,Series B,2025 October,"['Sequoia', 'Spark Capital', 'SignalRank']",TechCrunch
OpenEvidence,,,,United States,Builds an AI chatbot for the medical field.,AI Healthcare,$200M,Series C,2025 October,[],TechCrunch
Lila Sciences,,,,United States,Looking to build a science superintelligence platform.,AI Biotech / Life Sciences,$350M,Series A,2025 October,"['Braidwell', 'Collective Global']",TechCrunch
Reflection AI,,,,United States,DeepSeek competitor.,AI Video & Media,$2.0B,Series B,2025 October,['Nvidia'],TechCrunch
EvenUp,,,,United States,Builds AI for the personal injury legal field.,AI Legal,$150M,Series E,2025 October,"['Bessemer', 'Lightspeed', 'Bain Capital', 'SignalFire']",TechCrunch
Periodic Labs,,,,United States,Building an AI scientist.,AI Biotech / Life Sciences,$300M,Seed,2025 September,"['Felicis', 'Andreessen Horowitz', 'Nvidia', 'Lightspeed', 'Khosla Ventures']",TechCrunch
Cerebras Systems,,,,United States,AI infrastructure company.,AI Infrastructure,$1.1B,Series G,2025 September,"['Fidelity', 'Atreides Management']",TechCrunch
Modular,,,,United States,Modular is a technology company involved in innovative technology development.,AI Adjacent - Other,$250M,funding round,2025 September,"['US Innovative Technology Fund', 'GV', 'Greylock', 'General Catalyst']",TechCrunch
Distyl AI,,,,United States,Distyl AI builds AI enterprise software.,AI Enterprise Software,$175M,Series B,2025 September,"['Khosla Ventures', 'Lightspeed']",TechCrunch
Upscale AI,,,,United States,Upscale AI is an AI infrastructure startup.,AI Infrastructure,$100M,seed round,2025 September,"['Maverick Silicon', 'Mayfield', 'StepStone Group', 'Stanford University', 'Qualcomm Ventures']",TechCrunch
Groq,,,,United States,Groq is an AI inference company.,AI Hardware,$750M,Series D-3,2025 September,['Disruptive'],TechCrunch
Invisible Technologies,,,,United States,Invisible Technologies is an AI training startup.,AI Education,$100M,fundraise,2025 September,"['Vanara Capital', 'Greycroft', 'Tallwoods Capital', 'Freestyle Capital']",TechCrunch
Cognition AI,,,,United States,Cognition AI is the creator of vibe-coding agent Devin.,AI Agents,$400M,Series C,2025 September,['Founders Fund'],TechCrunch
Baseten,,,,United States,Baseten is an AI infrastructure startup.,AI Infrastructure,$150M,Series D,2025 September,"['Bond', 'CapitalG', 'IVP', 'Spark Capital']",TechCrunch
Sierra,,,,United States,Sierra is Bret Taylor's customer service AI agent platform.,AI Agents,$350M,funding round,2025 September,['Greenoaks Capital'],TechCrunch
You.com,,,,United States,You.com is a personalized AI search engine.,AI Productivity,$100M,Series C,2025 September,['Cox Enterprises'],TechCrunch
Anthropic,,,,United States,Anthropic is an AI research lab.,Generative AI / Foundation Models,$13.0B,Series F,2025 September,"['Iconiq', 'Fidelity', 'Lightspeed']",TechCrunch
EliseAI,,,,United States,Healthcare and housing automation platform.,AI Healthcare,$250M,Series E,2025 August,['Andreessen Horowitz'],TechCrunch
Decart,,,,United States,AI research lab.,Generative AI / Foundation Models,$100M,,2025 August,"['Sequoia Capital', 'Benchmark', 'Zeev Ventures']",TechCrunch
Ambience Healthcare,,,,United States,Building an AI healthcare operating system.,AI Healthcare,$243M,Series C,2025 July,"['Oak HC/FT', 'Andreessen Horowitz', 'Kleiner Perkins', 'OpenAI Startup Fund', 'Smash Capital']",TechCrunch
Reka AI,,,,United States,AI research lab.,Generative AI / Foundation Models,$110M,Series B,2025 July,"['Snowflake', 'Nvidia']",TechCrunch
Thinking Machines Lab,,,,United States,AI research lab.,Generative AI / Foundation Models,$2.0B,Seed,2025 July,"['Andreessen Horowitz', 'Nvidia', 'Accel', 'AMD']",TechCrunch
Harmonic,,,,United States,Building a mathematical reasoning engine.,AI Developer Tools,$100M,Series B,2025 July,['Kleiner Perkins'],TechCrunch
Abridge,,,,United States,Healthcare AI unicorn.,AI Healthcare,$300M,Series E,2025 June,"['Andreessen Horowitz', 'Khosla Ventures']",TechCrunch
Harvey,,,,United States,Builds AI tools for the legal industry.,AI Legal,$300M,Series E,2025 June,"['Kleiner Perkins', 'Coatue']",TechCrunch
Tennr,,,,United States,Healthcare AI startup,AI Healthcare,$101M,Series C,2025 June,"['IVP', 'Lightspeed Venture Partners', 'GV', 'Andreessen Horowitz']",TechCrunch
Glean,,,,United States,Enterprise search startup,AI Enterprise Software,$150M,Series F,2025 June,"['Wellington Management', 'Sequoia', 'Lightspeed Venture Partners', 'Kleiner Perkins']",TechCrunch
Snorkel AI,,,,United States,AI data labeling startup,AI Data & Analytics,$100M,Series D,2025 May,"['Addition', 'Prosperity7 Ventures', 'Lightspeed Venture Partners', 'Greylock']",TechCrunch
LMArena,,,,United States,Community-driven benchmarking tool for AI models,AI Developer Tools,$100M,Seed,2025 May,"['Andreessen Horowitz', 'UC Investments', 'Lightspeed Venture Partners', 'Kleiner Perkins', 'Felicis']",TechCrunch
TensorWave,,,,United States,AI infrastructure company,AI Infrastructure,$100M,Series A,2025 May,"['Magnetar Capital', 'AMD Ventures', 'Prosperity7 Ventures', 'Nexus Venture Partners', 'Maverick Silicon']",TechCrunch
SandboxAQ,,,,United States,AI model company,Generative AI / Foundation Models,$450M,Series E,2025 April,"['Nvidia', 'Google', 'Ray Dalio']",TechCrunch
Runway,,,,United States,Creates AI models for media production,AI Video & Media,$308M,Series D,2025 April,"['General Atlantic', 'SoftBank', 'Nvidia', 'Fidelity']",TechCrunch
OpenAI,,,,United States,AI behemoth,Generative AI / Foundation Models,$40.0B,Funding round,2025 March,"['SoftBank', 'Thrive Capital', 'Microsoft', 'Coatue']",TechCrunch
Nexthop AI,,,,United States,AI infrastructure company,AI Infrastructure,$110M,Series A,2025 March,"['Lightspeed Venture Partners', 'Kleiner Perkins', 'Battery Ventures', 'Emergent Ventures']",TechCrunch
Insilico Medicine,,,,United States,A generative AI-powered drug discovery platform.,AI Biotech / Life Sciences,$110M,Series E,2025 March,"['Value Partners', 'Pudong Chuangtou']",TechCrunch
Celestial AI,,,,United States,An AI infrastructure company.,AI Infrastructure,$250M,Series C,2025 March,"['Fidelity', 'Tiger Global', 'BlackRock', 'Intel CEO Lip-Bu Tan']",TechCrunch
Turing,,,,United States,An AI coding startup partnering with LLM companies.,AI Code Generation,$111M,Series E,2025 March,"['Khazanah Nasional', 'WestBridge Capital', 'Gaingels', 'Sozo Ventures']",TechCrunch
Shield AI,,,,United States,An AI defense tech startup.,AI Security,$240M,Series F,2025 March,"['L3Harris Technologies', 'Hanwha Aerospace', 'Andreessen Horowitz', 'US Innovative Technology Fund']",TechCrunch
Together AI,,,,United States,Creates open source generative AI and AI model development infrastructure.,Generative AI / Foundation Models,$305M,Series B,2025 February,"['Prosperity7', 'General Catalyst', 'Salesforce Ventures', 'Nvidia', 'Lux Capital']",TechCrunch
Lambda,,,,United States,An AI infrastructure company.,AI Infrastructure,$480M,Series D,2025 February,"['SGW', 'Andra Capital', 'Nvidia', 'G Squared', 'ARK Invest']",TechCrunch
Eudia,,,,United States,An AI legal tech company.,AI Legal,$105M,Series A,2025 February,"['General Catalyst', 'Floodgate', 'Defy Ventures', 'Everywhere Ventures']",TechCrunch
EnCharge AI,,,,United States,AI hardware startup.,AI Hardware,$100M,Series B,2025 February,"['Tiger Global', 'Scout Ventures', 'Samsung Ventures', 'RTX Ventures']",TechCrunch
ElevenLabs,,,,United States,Synthetic voice startup.,AI Voice & Audio,$180M,Series C,2025 January,"['Iconiq', 'Andreessen Horowitz', 'Sequoia', 'NEA', 'Salesforce Ventures']",TechCrunch
